"Person"	 "Item"	 "Problem"	 "Y"	 "Y.sub1"	 "Y.sub2"	 "Y.sub3"	 "Y.sub4"	 "Y.sub5"	 "Y.sub6"	 "Items"
371	 11	 3	 0	 2	 4	 3	 3	 1	 0	 "Item_11"
372	 11	 3	 0	 1	 2	 2	 4	 3	 0	 "Item_11"
373	 11	 3	 0	 1	 4	 3	 2	 1	 0	 "Item_11"
374	 11	 3	 1	 1	 4	 4	 2	 3	 0	 "Item_11"
375	 11	 3	 0	 1	 1	 2	 1	 1	 0	 "Item_11"
376	 11	 3	 0	 0	 3	 3	 3	 2	 0	 "Item_11"
377	 11	 3	 0	 0	 1	 2	 3	 2	 1	 "Item_11"
378	 11	 3	 0	 1	 2	 2	 2	 3	 1	 "Item_11"
379	 11	 3	 0	 0	 1	 0	 0	 0	 1	 "Item_11"
380	 11	 3	 0	 0	 2	 2	 3	 3	 1	 "Item_11"
381	 11	 3	 0	 0	 0	 1	 0	 0	 1	 "Item_11"
382	 11	 3	 0	 1	 2	 2	 1	 1	 0	 "Item_11"
383	 11	 3	 1	 3	 2	 4	 4	 2	 0	 "Item_11"
384	 11	 3	 0	 1	 4	 3	 4	 4	 1	 "Item_11"
385	 11	 3	 0	 0	 1	 0	 0	 1	 0	 "Item_11"
386	 11	 3	 0	 0	 2	 1	 2	 0	 0	 "Item_11"
387	 11	 3	 0	 2	 4	 3	 4	 4	 0	 "Item_11"
388	 11	 3	 0	 2	 4	 3	 3	 2	 0	 "Item_11"
389	 11	 3	 0	 1	 1	 0	 2	 1	 1	 "Item_11"
390	 11	 3	 0	 3	 4	 3	 2	 4	 1	 "Item_11"
391	 11	 3	 0	 0	 3	 3	 3	 4	 0	 "Item_11"
392	 11	 3	 0	 3	 4	 2	 2	 2	 0	 "Item_11"
393	 11	 3	 0	 0	 2	 3	 1	 2	 1	 "Item_11"
394	 11	 3	 0	 0	 2	 2	 3	 1	 1	 "Item_11"
395	 11	 3	 0	 1	 3	 3	 1	 1	 1	 "Item_11"
396	 11	 3	 0	 1	 3	 3	 4	 4	 0	 "Item_11"
397	 11	 3	 0	 1	 3	 2	 2	 1	 1	 "Item_11"
398	 11	 3	 0	 0	 1	 1	 0	 0	 0	 "Item_11"
399	 11	 3	 0	 0	 1	 1	 2	 2	 1	 "Item_11"
400	 11	 3	 0	 0	 2	 2	 1	 1	 0	 "Item_11"
401	 11	 3	 1	 2	 4	 4	 4	 3	 1	 "Item_11"
402	 11	 3	 0	 0	 1	 2	 1	 2	 0	 "Item_11"
403	 11	 3	 0	 2	 3	 3	 3	 3	 1	 "Item_11"
404	 11	 3	 0	 1	 3	 2	 3	 3	 1	 "Item_11"
405	 11	 3	 0	 2	 4	 3	 4	 4	 0	 "Item_11"
406	 11	 3	 0	 0	 1	 3	 2	 1	 1	 "Item_11"
407	 11	 3	 0	 2	 3	 2	 3	 3	 1	 "Item_11"
408	 11	 3	 0	 1	 2	 2	 4	 3	 1	 "Item_11"
409	 11	 3	 0	 1	 2	 2	 2	 2	 1	 "Item_11"
410	 11	 3	 0	 1	 3	 2	 3	 3	 1	 "Item_11"
411	 11	 3	 0	 1	 3	 3	 4	 4	 0	 "Item_11"
412	 11	 3	 0	 0	 1	 0	 0	 0	 1	 "Item_11"
413	 11	 3	 0	 2	 2	 2	 2	 3	 0	 "Item_11"
414	 11	 3	 0	 0	 1	 0	 0	 0	 0	 "Item_11"
415	 11	 3	 0	 2	 3	 3	 3	 3	 0	 "Item_11"
416	 11	 3	 0	 0	 3	 2	 2	 2	 1	 "Item_11"
417	 11	 3	 0	 2	 2	 1	 4	 3	 0	 "Item_11"
418	 11	 3	 0	 1	 3	 3	 3	 3	 0	 "Item_11"
419	 11	 3	 0	 0	 1	 1	 3	 2	 0	 "Item_11"
420	 11	 3	 0	 0	 0	 2	 1	 1	 1	 "Item_11"
421	 11	 3	 0	 1	 2	 1	 2	 2	 0	 "Item_11"
422	 11	 3	 1	 2	 4	 3	 3	 4	 0	 "Item_11"
423	 11	 3	 0	 0	 2	 2	 2	 2	 0	 "Item_11"
424	 11	 3	 0	 0	 1	 1	 1	 1	 1	 "Item_11"
425	 11	 3	 0	 1	 2	 0	 2	 2	 1	 "Item_11"
426	 11	 3	 0	 2	 3	 2	 2	 1	 1	 "Item_11"
427	 11	 3	 1	 3	 4	 4	 4	 4	 1	 "Item_11"
428	 11	 3	 0	 0	 3	 2	 1	 2	 0	 "Item_11"
429	 11	 3	 0	 2	 4	 3	 4	 3	 1	 "Item_11"
430	 11	 3	 0	 0	 3	 2	 2	 1	 0	 "Item_11"
431	 11	 3	 0	 0	 1	 1	 3	 3	 0	 "Item_11"
432	 11	 3	 0	 1	 1	 2	 2	 1	 0	 "Item_11"
433	 11	 3	 1	 3	 3	 4	 4	 3	 1	 "Item_11"
434	 11	 3	 0	 0	 1	 1	 0	 1	 1	 "Item_11"
435	 11	 3	 0	 3	 4	 3	 3	 1	 0	 "Item_11"
436	 11	 3	 0	 0	 1	 0	 0	 1	 1	 "Item_11"
437	 11	 3	 0	 1	 4	 3	 3	 3	 0	 "Item_11"
438	 11	 3	 0	 0	 2	 2	 1	 1	 0	 "Item_11"
439	 11	 3	 0	 1	 4	 2	 2	 2	 1	 "Item_11"
440	 11	 3	 1	 2	 3	 4	 4	 4	 0	 "Item_11"
441	 11	 3	 0	 0	 4	 2	 3	 3	 0	 "Item_11"
442	 11	 3	 0	 0	 2	 3	 2	 3	 0	 "Item_11"
443	 11	 3	 0	 1	 2	 0	 0	 2	 1	 "Item_11"
444	 11	 3	 0	 1	 2	 2	 1	 2	 0	 "Item_11"
445	 11	 3	 0	 2	 4	 3	 4	 2	 1	 "Item_11"
446	 11	 3	 0	 0	 2	 2	 2	 2	 1	 "Item_11"
447	 11	 3	 0	 2	 4	 2	 2	 3	 0	 "Item_11"
448	 11	 3	 0	 1	 4	 1	 3	 2	 0	 "Item_11"
449	 11	 3	 0	 1	 3	 2	 3	 3	 0	 "Item_11"
450	 11	 3	 0	 1	 2	 2	 1	 2	 1	 "Item_11"
451	 11	 3	 0	 1	 2	 3	 3	 3	 0	 "Item_11"
452	 11	 3	 0	 2	 1	 3	 4	 4	 0	 "Item_11"
453	 11	 3	 0	 1	 4	 3	 4	 4	 0	 "Item_11"
454	 11	 3	 0	 0	 2	 2	 2	 1	 0	 "Item_11"
455	 11	 3	 0	 1	 3	 3	 4	 3	 0	 "Item_11"
456	 11	 3	 0	 0	 2	 2	 2	 0	 0	 "Item_11"
457	 11	 3	 0	 2	 4	 3	 3	 3	 1	 "Item_11"
458	 11	 3	 0	 1	 4	 2	 4	 3	 1	 "Item_11"
459	 11	 3	 0	 2	 3	 3	 3	 3	 0	 "Item_11"
460	 11	 3	 0	 1	 2	 1	 2	 1	 1	 "Item_11"
461	 11	 3	 0	 1	 1	 1	 3	 2	 1	 "Item_11"
462	 11	 3	 0	 0	 2	 2	 3	 1	 1	 "Item_11"
463	 11	 3	 0	 1	 4	 2	 2	 4	 1	 "Item_11"
464	 11	 3	 1	 2	 4	 3	 4	 4	 0	 "Item_11"
465	 11	 3	 0	 1	 2	 3	 2	 2	 0	 "Item_11"
466	 11	 3	 0	 0	 0	 0	 1	 1	 1	 "Item_11"
467	 11	 3	 0	 1	 2	 2	 2	 2	 1	 "Item_11"
468	 11	 3	 0	 0	 0	 1	 1	 1	 1	 "Item_11"
469	 11	 3	 0	 1	 1	 2	 2	 2	 1	 "Item_11"
470	 11	 3	 0	 1	 3	 3	 1	 1	 1	 "Item_11"
471	 11	 3	 0	 3	 4	 3	 3	 2	 1	 "Item_11"
472	 11	 3	 0	 1	 3	 3	 4	 2	 1	 "Item_11"
473	 11	 3	 0	 1	 3	 1	 1	 4	 1	 "Item_11"
474	 11	 3	 0	 0	 3	 2	 3	 1	 0	 "Item_11"
475	 11	 3	 0	 0	 0	 2	 1	 2	 1	 "Item_11"
476	 11	 3	 0	 1	 2	 3	 3	 4	 0	 "Item_11"
477	 11	 3	 0	 2	 2	 2	 2	 3	 0	 "Item_11"
478	 11	 3	 0	 1	 4	 0	 4	 1	 0	 "Item_11"
479	 11	 3	 0	 2	 4	 3	 4	 3	 1	 "Item_11"
480	 11	 3	 0	 0	 1	 1	 1	 1	 0	 "Item_11"
481	 11	 3	 0	 0	 1	 0	 1	 0	 0	 "Item_11"
482	 11	 3	 1	 2	 4	 3	 3	 4	 1	 "Item_11"
483	 11	 3	 0	 1	 3	 3	 3	 4	 0	 "Item_11"
484	 11	 3	 0	 1	 1	 3	 2	 1	 0	 "Item_11"
485	 11	 3	 1	 1	 4	 3	 4	 3	 0	 "Item_11"
486	 11	 3	 0	 2	 4	 2	 3	 3	 0	 "Item_11"
487	 11	 3	 0	 1	 3	 3	 3	 4	 1	 "Item_11"
488	 11	 3	 0	 2	 4	 3	 3	 3	 0	 "Item_11"
489	 11	 3	 0	 2	 3	 2	 4	 3	 0	 "Item_11"
490	 11	 3	 0	 0	 0	 1	 2	 1	 0	 "Item_11"
491	 11	 3	 1	 3	 4	 2	 4	 4	 1	 "Item_11"
492	 11	 3	 0	 2	 3	 1	 3	 3	 1	 "Item_11"
493	 11	 3	 0	 0	 2	 1	 1	 2	 0	 "Item_11"
494	 11	 3	 0	 0	 3	 2	 2	 2	 0	 "Item_11"
495	 11	 3	 0	 3	 4	 3	 4	 3	 1	 "Item_11"
496	 11	 3	 0	 0	 2	 2	 3	 2	 1	 "Item_11"
497	 11	 3	 0	 0	 1	 1	 1	 2	 1	 "Item_11"
498	 11	 3	 0	 0	 1	 0	 0	 2	 0	 "Item_11"
499	 11	 3	 0	 1	 2	 3	 1	 2	 1	 "Item_11"
500	 11	 3	 0	 0	 1	 0	 2	 1	 0	 "Item_11"
1	 12	 3	 0	 0	 1	 0	 3	 2	 1	 "Item_12"
2	 12	 3	 1	 2	 3	 2	 3	 3	 0	 "Item_12"
3	 12	 3	 0	 0	 1	 2	 2	 0	 0	 "Item_12"
4	 12	 3	 1	 1	 4	 2	 4	 3	 0	 "Item_12"
5	 12	 3	 1	 1	 4	 2	 2	 3	 0	 "Item_12"
6	 12	 3	 1	 0	 3	 2	 2	 1	 0	 "Item_12"
7	 12	 3	 1	 1	 4	 3	 2	 1	 1	 "Item_12"
8	 12	 3	 1	 1	 3	 3	 3	 1	 0	 "Item_12"
9	 12	 3	 1	 1	 2	 3	 4	 1	 0	 "Item_12"
10	 12	 3	 0	 1	 1	 0	 4	 2	 0	 "Item_12"
11	 12	 3	 1	 2	 1	 3	 2	 3	 0	 "Item_12"
12	 12	 3	 0	 1	 2	 1	 3	 2	 0	 "Item_12"
13	 12	 3	 1	 2	 4	 3	 4	 4	 1	 "Item_12"
14	 12	 3	 1	 3	 3	 3	 4	 4	 0	 "Item_12"
15	 12	 3	 1	 1	 4	 2	 4	 4	 1	 "Item_12"
16	 12	 3	 1	 1	 3	 4	 4	 3	 1	 "Item_12"
17	 12	 3	 1	 0	 3	 3	 2	 3	 0	 "Item_12"
18	 12	 3	 1	 2	 4	 3	 3	 3	 1	 "Item_12"
19	 12	 3	 1	 2	 2	 3	 1	 3	 1	 "Item_12"
20	 12	 3	 0	 1	 3	 2	 3	 3	 0	 "Item_12"
21	 12	 3	 1	 0	 3	 3	 2	 2	 1	 "Item_12"
22	 12	 3	 1	 1	 1	 2	 3	 1	 1	 "Item_12"
23	 12	 3	 1	 1	 1	 3	 0	 2	 0	 "Item_12"
24	 12	 3	 0	 0	 0	 0	 2	 2	 0	 "Item_12"
25	 12	 3	 1	 2	 3	 3	 3	 4	 1	 "Item_12"
26	 12	 3	 1	 1	 4	 2	 3	 2	 0	 "Item_12"
27	 12	 3	 1	 0	 2	 2	 2	 1	 1	 "Item_12"
28	 12	 3	 1	 1	 3	 2	 3	 2	 0	 "Item_12"
29	 12	 3	 1	 0	 4	 3	 1	 3	 1	 "Item_12"
30	 12	 3	 1	 2	 4	 4	 4	 4	 1	 "Item_12"
31	 12	 3	 1	 1	 4	 3	 2	 2	 1	 "Item_12"
32	 12	 3	 1	 2	 2	 3	 3	 2	 1	 "Item_12"
33	 12	 3	 1	 0	 4	 2	 2	 3	 0	 "Item_12"
34	 12	 3	 0	 0	 3	 1	 3	 2	 1	 "Item_12"
35	 12	 3	 1	 1	 1	 3	 3	 4	 0	 "Item_12"
36	 12	 3	 1	 0	 2	 2	 3	 1	 1	 "Item_12"
37	 12	 3	 1	 1	 2	 2	 1	 2	 1	 "Item_12"
38	 12	 3	 1	 2	 4	 3	 4	 3	 0	 "Item_12"
39	 12	 3	 0	 1	 3	 2	 3	 2	 0	 "Item_12"
40	 12	 3	 1	 1	 4	 2	 3	 4	 1	 "Item_12"
41	 12	 3	 1	 4	 4	 4	 4	 4	 0	 "Item_12"
42	 12	 3	 1	 2	 2	 2	 3	 4	 0	 "Item_12"
43	 12	 3	 0	 0	 2	 0	 2	 2	 0	 "Item_12"
44	 12	 3	 0	 1	 2	 1	 3	 1	 0	 "Item_12"
45	 12	 3	 1	 0	 3	 2	 2	 3	 1	 "Item_12"
46	 12	 3	 1	 2	 4	 3	 4	 3	 0	 "Item_12"
47	 12	 3	 1	 0	 3	 2	 2	 1	 0	 "Item_12"
48	 12	 3	 1	 1	 3	 3	 4	 4	 0	 "Item_12"
49	 12	 3	 0	 0	 0	 0	 0	 1	 0	 "Item_12"
50	 12	 3	 0	 0	 3	 1	 1	 1	 0	 "Item_12"
51	 12	 3	 1	 1	 3	 3	 4	 3	 0	 "Item_12"
52	 12	 3	 1	 1	 4	 3	 4	 3	 0	 "Item_12"
53	 12	 3	 0	 0	 4	 1	 2	 1	 1	 "Item_12"
54	 12	 3	 0	 1	 3	 2	 4	 3	 0	 "Item_12"
55	 12	 3	 0	 0	 1	 0	 0	 1	 1	 "Item_12"
56	 12	 3	 0	 1	 2	 1	 2	 2	 0	 "Item_12"
57	 12	 3	 0	 0	 1	 0	 1	 1	 1	 "Item_12"
58	 12	 3	 1	 0	 1	 2	 0	 2	 0	 "Item_12"
59	 12	 3	 1	 2	 4	 3	 4	 2	 1	 "Item_12"
60	 12	 3	 1	 3	 4	 4	 4	 4	 1	 "Item_12"
61	 12	 3	 1	 1	 3	 2	 2	 2	 1	 "Item_12"
62	 12	 3	 1	 0	 1	 2	 3	 2	 0	 "Item_12"
63	 12	 3	 0	 1	 1	 0	 1	 1	 1	 "Item_12"
64	 12	 3	 1	 4	 4	 4	 4	 4	 0	 "Item_12"
65	 12	 3	 1	 1	 2	 1	 2	 0	 1	 "Item_12"
66	 12	 3	 0	 1	 1	 1	 3	 2	 1	 "Item_12"
67	 12	 3	 1	 2	 4	 4	 4	 4	 0	 "Item_12"
68	 12	 3	 1	 0	 1	 2	 1	 2	 0	 "Item_12"
69	 12	 3	 0	 0	 1	 0	 1	 1	 0	 "Item_12"
70	 12	 3	 0	 0	 2	 1	 1	 1	 1	 "Item_12"
71	 12	 3	 1	 0	 3	 2	 4	 1	 0	 "Item_12"
72	 12	 3	 1	 2	 2	 2	 3	 2	 0	 "Item_12"
73	 12	 3	 1	 0	 2	 3	 2	 1	 1	 "Item_12"
74	 12	 3	 1	 1	 2	 3	 3	 2	 0	 "Item_12"
75	 12	 3	 1	 0	 0	 3	 1	 2	 0	 "Item_12"
76	 12	 3	 0	 1	 2	 2	 2	 2	 0	 "Item_12"
77	 12	 3	 0	 1	 4	 1	 1	 2	 0	 "Item_12"
78	 12	 3	 0	 1	 4	 2	 3	 3	 0	 "Item_12"
79	 12	 3	 0	 0	 1	 0	 1	 1	 0	 "Item_12"
80	 12	 3	 1	 1	 2	 3	 3	 4	 0	 "Item_12"
81	 12	 3	 1	 0	 1	 2	 2	 1	 1	 "Item_12"
82	 12	 3	 0	 0	 1	 0	 0	 1	 1	 "Item_12"
83	 12	 3	 1	 0	 2	 2	 3	 1	 1	 "Item_12"
84	 12	 3	 1	 0	 1	 2	 1	 0	 1	 "Item_12"
85	 12	 3	 1	 1	 4	 4	 3	 3	 1	 "Item_12"
86	 12	 3	 0	 0	 0	 0	 0	 2	 0	 "Item_12"
87	 12	 3	 1	 1	 2	 2	 1	 2	 0	 "Item_12"
88	 12	 3	 1	 1	 2	 3	 3	 3	 0	 "Item_12"
89	 12	 3	 1	 0	 1	 2	 0	 1	 0	 "Item_12"
90	 12	 3	 1	 1	 1	 2	 2	 1	 1	 "Item_12"
91	 12	 3	 1	 2	 4	 4	 4	 4	 0	 "Item_12"
92	 12	 3	 1	 0	 1	 2	 2	 2	 0	 "Item_12"
93	 12	 3	 1	 1	 4	 2	 3	 3	 0	 "Item_12"
94	 12	 3	 1	 2	 4	 3	 4	 4	 1	 "Item_12"
95	 12	 3	 1	 0	 2	 2	 2	 1	 0	 "Item_12"
96	 12	 3	 1	 1	 2	 2	 4	 3	 0	 "Item_12"
97	 12	 3	 1	 3	 4	 3	 4	 4	 1	 "Item_12"
98	 12	 3	 1	 2	 3	 2	 2	 1	 0	 "Item_12"
99	 12	 3	 1	 0	 3	 2	 2	 3	 0	 "Item_12"
100	 12	 3	 1	 1	 4	 3	 3	 3	 0	 "Item_12"
101	 12	 3	 1	 0	 2	 2	 2	 1	 0	 "Item_12"
102	 12	 3	 1	 2	 4	 3	 3	 3	 1	 "Item_12"
103	 12	 3	 1	 0	 2	 2	 3	 2	 0	 "Item_12"
104	 12	 3	 1	 0	 2	 2	 2	 2	 1	 "Item_12"
105	 12	 3	 1	 1	 4	 3	 4	 3	 0	 "Item_12"
106	 12	 3	 1	 0	 3	 3	 2	 2	 0	 "Item_12"
107	 12	 3	 1	 0	 1	 1	 1	 2	 1	 "Item_12"
108	 12	 3	 1	 2	 2	 4	 4	 4	 1	 "Item_12"
109	 12	 3	 1	 1	 1	 3	 1	 3	 1	 "Item_12"
110	 12	 3	 1	 2	 3	 3	 2	 3	 0	 "Item_12"
111	 12	 3	 1	 0	 3	 2	 1	 2	 1	 "Item_12"
112	 12	 3	 0	 1	 2	 3	 2	 2	 0	 "Item_12"
113	 12	 3	 1	 0	 1	 3	 3	 3	 1	 "Item_12"
114	 12	 3	 1	 1	 3	 3	 4	 3	 1	 "Item_12"
115	 12	 3	 1	 0	 2	 2	 1	 2	 1	 "Item_12"
116	 12	 3	 1	 1	 2	 1	 1	 2	 1	 "Item_12"
117	 12	 3	 1	 4	 4	 4	 4	 4	 1	 "Item_12"
118	 12	 3	 1	 1	 3	 2	 1	 3	 1	 "Item_12"
119	 12	 3	 1	 2	 4	 3	 4	 2	 1	 "Item_12"
120	 12	 3	 1	 1	 1	 3	 3	 2	 1	 "Item_12"
121	 12	 3	 1	 2	 4	 4	 4	 4	 0	 "Item_12"
122	 12	 3	 1	 1	 1	 3	 1	 1	 0	 "Item_12"
123	 12	 3	 0	 0	 1	 2	 2	 1	 0	 "Item_12"
124	 12	 3	 1	 0	 1	 3	 3	 1	 0	 "Item_12"
125	 12	 3	 0	 0	 1	 0	 0	 0	 0	 "Item_12"
126	 12	 3	 1	 1	 2	 3	 3	 2	 0	 "Item_12"
127	 12	 3	 1	 3	 4	 3	 4	 3	 1	 "Item_12"
128	 12	 3	 1	 0	 2	 3	 3	 1	 0	 "Item_12"
129	 12	 3	 0	 1	 2	 2	 1	 1	 1	 "Item_12"
130	 12	 3	 1	 0	 2	 1	 1	 0	 0	 "Item_12"
131	 12	 3	 1	 1	 3	 3	 4	 2	 0	 "Item_12"
132	 12	 3	 1	 1	 3	 3	 4	 2	 0	 "Item_12"
133	 12	 3	 1	 1	 0	 2	 3	 1	 1	 "Item_12"
134	 12	 3	 1	 0	 3	 3	 4	 4	 0	 "Item_12"
135	 12	 3	 1	 1	 2	 3	 4	 2	 1	 "Item_12"
136	 12	 3	 1	 0	 1	 2	 1	 1	 0	 "Item_12"
137	 12	 3	 1	 1	 1	 1	 4	 1	 0	 "Item_12"
138	 12	 3	 0	 2	 2	 1	 0	 2	 0	 "Item_12"
139	 12	 3	 1	 2	 3	 3	 4	 3	 1	 "Item_12"
140	 12	 3	 0	 0	 0	 0	 0	 0	 0	 "Item_12"
141	 12	 3	 1	 0	 1	 1	 1	 2	 0	 "Item_12"
142	 12	 3	 0	 1	 1	 2	 2	 1	 0	 "Item_12"
143	 12	 3	 1	 1	 4	 3	 1	 2	 1	 "Item_12"
144	 12	 3	 1	 1	 4	 4	 4	 3	 1	 "Item_12"
145	 12	 3	 1	 2	 4	 3	 4	 3	 1	 "Item_12"
146	 12	 3	 1	 2	 3	 4	 3	 4	 0	 "Item_12"
147	 12	 3	 0	 1	 2	 1	 3	 1	 1	 "Item_12"
148	 12	 3	 1	 0	 2	 3	 1	 2	 1	 "Item_12"
149	 12	 3	 1	 1	 2	 3	 2	 1	 0	 "Item_12"
150	 12	 3	 1	 1	 1	 2	 0	 1	 0	 "Item_12"
151	 12	 3	 0	 0	 1	 0	 1	 0	 1	 "Item_12"
152	 12	 3	 1	 0	 1	 1	 0	 1	 1	 "Item_12"
153	 12	 3	 0	 0	 2	 2	 0	 0	 1	 "Item_12"
154	 12	 3	 0	 1	 2	 2	 2	 3	 0	 "Item_12"
155	 12	 3	 1	 0	 2	 3	 2	 2	 0	 "Item_12"
156	 12	 3	 1	 1	 3	 4	 4	 3	 0	 "Item_12"
157	 12	 3	 1	 1	 3	 3	 3	 2	 0	 "Item_12"
158	 12	 3	 0	 1	 2	 2	 2	 3	 1	 "Item_12"
159	 12	 3	 0	 0	 0	 2	 0	 0	 0	 "Item_12"
160	 12	 3	 1	 0	 2	 1	 0	 0	 1	 "Item_12"
161	 12	 3	 0	 1	 2	 2	 4	 3	 0	 "Item_12"
162	 12	 3	 1	 0	 1	 1	 0	 1	 0	 "Item_12"
163	 12	 3	 0	 0	 0	 0	 0	 0	 0	 "Item_12"
164	 12	 3	 0	 2	 4	 2	 3	 4	 1	 "Item_12"
165	 12	 3	 1	 1	 2	 3	 3	 3	 1	 "Item_12"
166	 12	 3	 1	 0	 1	 2	 2	 1	 1	 "Item_12"
167	 12	 3	 1	 1	 3	 3	 2	 3	 0	 "Item_12"
168	 12	 3	 1	 0	 1	 1	 1	 0	 1	 "Item_12"
169	 12	 3	 0	 0	 0	 0	 0	 1	 0	 "Item_12"
170	 12	 3	 1	 1	 3	 3	 0	 1	 1	 "Item_12"
171	 12	 3	 0	 0	 1	 0	 0	 1	 1	 "Item_12"
172	 12	 3	 1	 1	 2	 2	 1	 2	 0	 "Item_12"
173	 12	 3	 1	 1	 2	 3	 3	 3	 0	 "Item_12"
174	 12	 3	 0	 0	 1	 0	 1	 0	 0	 "Item_12"
175	 12	 3	 1	 2	 4	 3	 4	 3	 1	 "Item_12"
176	 12	 3	 0	 0	 0	 0	 0	 0	 0	 "Item_12"
177	 12	 3	 0	 0	 1	 0	 0	 0	 1	 "Item_12"
178	 12	 3	 0	 1	 1	 2	 3	 1	 1	 "Item_12"
179	 12	 3	 1	 3	 4	 3	 4	 3	 1	 "Item_12"
180	 12	 3	 1	 0	 3	 3	 3	 2	 0	 "Item_12"
181	 12	 3	 1	 3	 4	 4	 4	 4	 1	 "Item_12"
182	 12	 3	 0	 0	 1	 1	 2	 2	 1	 "Item_12"
183	 12	 3	 0	 0	 1	 0	 0	 3	 0	 "Item_12"
184	 12	 3	 1	 0	 1	 2	 0	 0	 1	 "Item_12"
185	 12	 3	 1	 0	 3	 3	 3	 3	 0	 "Item_12"
186	 12	 3	 1	 1	 3	 4	 4	 2	 1	 "Item_12"
187	 12	 3	 1	 3	 4	 4	 4	 4	 1	 "Item_12"
188	 12	 3	 0	 1	 1	 1	 3	 3	 1	 "Item_12"
189	 12	 3	 1	 1	 2	 2	 1	 2	 1	 "Item_12"
190	 12	 3	 1	 1	 3	 4	 4	 3	 1	 "Item_12"
191	 12	 3	 0	 0	 1	 0	 2	 1	 1	 "Item_12"
192	 12	 3	 0	 1	 2	 2	 1	 1	 0	 "Item_12"
193	 12	 3	 0	 0	 0	 2	 2	 1	 0	 "Item_12"
194	 12	 3	 0	 0	 1	 1	 0	 1	 0	 "Item_12"
195	 12	 3	 0	 1	 1	 1	 0	 0	 1	 "Item_12"
196	 12	 3	 1	 0	 1	 3	 2	 2	 0	 "Item_12"
197	 12	 3	 1	 0	 1	 2	 1	 1	 1	 "Item_12"
198	 12	 3	 1	 0	 4	 2	 1	 1	 1	 "Item_12"
199	 12	 3	 1	 0	 3	 3	 1	 1	 1	 "Item_12"
200	 12	 3	 0	 0	 3	 2	 1	 2	 1	 "Item_12"
201	 12	 3	 1	 2	 4	 3	 2	 3	 1	 "Item_12"
202	 12	 3	 1	 1	 3	 2	 0	 4	 1	 "Item_12"
203	 12	 3	 1	 0	 1	 3	 2	 3	 0	 "Item_12"
204	 12	 3	 1	 1	 3	 2	 2	 1	 0	 "Item_12"
205	 12	 3	 0	 1	 2	 2	 3	 2	 0	 "Item_12"
206	 12	 3	 1	 3	 4	 4	 4	 4	 1	 "Item_12"
207	 12	 3	 1	 1	 2	 2	 4	 1	 0	 "Item_12"
208	 12	 3	 1	 1	 2	 2	 2	 3	 0	 "Item_12"
209	 12	 3	 1	 2	 2	 2	 1	 2	 0	 "Item_12"
210	 12	 3	 1	 0	 2	 1	 3	 2	 0	 "Item_12"
211	 12	 3	 1	 3	 4	 3	 4	 3	 1	 "Item_12"
212	 12	 3	 1	 2	 3	 2	 4	 2	 1	 "Item_12"
213	 12	 3	 1	 1	 4	 3	 4	 3	 1	 "Item_12"
214	 12	 3	 1	 1	 4	 3	 4	 3	 1	 "Item_12"
215	 12	 3	 1	 0	 2	 3	 3	 2	 1	 "Item_12"
216	 12	 3	 1	 0	 1	 2	 2	 3	 1	 "Item_12"
217	 12	 3	 1	 2	 4	 3	 4	 3	 1	 "Item_12"
218	 12	 3	 1	 1	 1	 3	 2	 4	 1	 "Item_12"
219	 12	 3	 1	 1	 4	 3	 3	 3	 1	 "Item_12"
220	 12	 3	 1	 2	 4	 3	 3	 2	 0	 "Item_12"
221	 12	 3	 1	 1	 2	 2	 3	 3	 0	 "Item_12"
222	 12	 3	 1	 1	 4	 4	 3	 4	 0	 "Item_12"
223	 12	 3	 0	 0	 2	 0	 2	 1	 1	 "Item_12"
224	 12	 3	 1	 2	 3	 2	 1	 1	 0	 "Item_12"
225	 12	 3	 1	 3	 3	 4	 4	 3	 1	 "Item_12"
226	 12	 3	 1	 0	 4	 4	 1	 1	 1	 "Item_12"
227	 12	 3	 1	 1	 1	 3	 3	 1	 0	 "Item_12"
228	 12	 3	 1	 1	 3	 4	 2	 4	 0	 "Item_12"
229	 12	 3	 1	 0	 4	 4	 3	 4	 1	 "Item_12"
230	 12	 3	 1	 1	 3	 3	 4	 1	 1	 "Item_12"
231	 12	 3	 0	 0	 1	 0	 0	 0	 1	 "Item_12"
232	 12	 3	 1	 3	 4	 4	 4	 4	 1	 "Item_12"
233	 12	 3	 1	 0	 2	 2	 2	 2	 1	 "Item_12"
234	 12	 3	 0	 0	 1	 2	 0	 0	 1	 "Item_12"
235	 12	 3	 0	 0	 3	 2	 3	 3	 0	 "Item_12"
236	 12	 3	 0	 0	 1	 2	 2	 2	 0	 "Item_12"
237	 12	 3	 0	 0	 4	 1	 2	 3	 1	 "Item_12"
238	 12	 3	 1	 2	 4	 3	 4	 3	 0	 "Item_12"
239	 12	 3	 1	 0	 1	 1	 1	 2	 1	 "Item_12"
240	 12	 3	 1	 1	 3	 3	 3	 3	 0	 "Item_12"
241	 12	 3	 1	 1	 3	 3	 4	 3	 1	 "Item_12"
242	 12	 3	 1	 2	 2	 2	 2	 1	 0	 "Item_12"
243	 12	 3	 1	 0	 1	 2	 1	 1	 1	 "Item_12"
244	 12	 3	 1	 0	 1	 1	 2	 0	 0	 "Item_12"
245	 12	 3	 1	 1	 4	 3	 2	 4	 0	 "Item_12"
