case_ID F1_1 F1_3 F1_5 F1_7 F1_9 F1_11 F1_13 F1_15 F1_17 F1_19 C_2 C_4 C_6 C_8 C_10 C_12 C_14 C_16 C_18 C_20 F2_1 F2_3 F2_5 F2_7 F2_9 F2_11 F2_13 F2_15 F2_17 F2_19
437 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
438 0 1 0 1 1 1 1 0 0 0 1 1 0 1 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
439 1 1 0 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
440 1 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
441 0 1 0 1 1 1 1 1 1 0 1 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
442 0 0 1 1 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
443 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
444 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
445 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
447 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
448 0 1 0 0 0 1 1 1 0 0 1 0 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
449 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
450 0 0 0 1 0 1 1 1 0 0 0 0 0 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
451 0 1 0 0 1 1 1 1 0 0 1 0 0 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
452 0 1 0 0 0 1 1 1 0 0 1 1 1 0 1 0 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
453 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
454 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
455 0 1 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
456 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
458 0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
459 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
460 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
462 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
463 1 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
464 1 1 0 1 1 1 1 1 0 0 0 1 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
465 0 1 0 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
466 0 1 0 1 1 1 1 1 1 0 0 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
468 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 0 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
469 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
470 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
471 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
473 0 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
474 0 0 1 1 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
475 0 0 0 1 0 1 1 1 0 0 1 0 0 1 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
476 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
477 1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA
478 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
479 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
480 0 1 0 1 1 1 1 1 0 0 1 1 0 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
481 0 1 0 1 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
483 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
484 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
485 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
487 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
488 0 0 1 1 0 1 1 1 1 0 0 1 1 0 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
489 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
490 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
491 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
492 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
493 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
494 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
495 0 0 0 0 1 0 0 0 0 0 1 1 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
496 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
497 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
498 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
499 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
500 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
501 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
502 0 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
504 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
505 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
506 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
507 1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
508 0 0 1 1 1 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
510 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
511 0 1 0 1 0 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
512 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
513 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
514 0 1 0 0 1 1 1 1 0 0 1 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
515 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
516 1 0 0 1 1 1 1 1 0 0 1 0 0 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
517 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
519 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
520 0 1 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
521 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
522 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
523 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
524 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
525 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
526 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
527 1 1 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
528 0 0 1 1 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
529 0 1 0 1 0 1 1 1 0 0 1 0 0 0 0 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
530 1 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
531 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
532 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
533 0 0 0 1 1 1 1 1 0 0 1 0 1 0 0 1 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
534 1 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
535 0 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
536 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
537 0 1 0 0 1 1 1 1 0 0 1 1 1 1 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
538 1 0 0 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
539 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
540 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0 1 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
541 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
542 0 0 0 0 0 1 1 0 1 0 0 0 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
543 0 1 0 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
544 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
545 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
547 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
548 0 0 0 0 1 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
549 0 0 0 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
550 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
551 0 1 0 1 1 1 1 1 0 0 1 0 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
552 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
553 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
554 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
555 0 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
557 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
558 1 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
559 0 0 0 1 1 1 1 1 0 0 1 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
560 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
562 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
563 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
564 0 1 0 1 0 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
565 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
566 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
567 0 0 1 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
568 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
569 0 0 1 1 1 1 1 1 1 0 1 1 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
570 0 0 1 1 1 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
571 0 0 1 0 0 1 1 0 0 0 0 1 0 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
572 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
573 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
574 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
575 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
576 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
577 0 1 0 1 0 1 1 1 0 0 1 0 1 0 1 0 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
578 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
579 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
580 1 1 0 1 1 0 1 1 1 0 1 0 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
581 0 0 0 0 0 1 1 1 0 0 1 1 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
582 1 1 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
583 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
584 0 1 0 1 1 1 1 0 0 0 1 1 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
585 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
586 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
587 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
588 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
589 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
590 0 0 0 1 1 1 1 1 0 0 1 0 1 1 1 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA
591 0 0 0 1 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
592 0 0 0 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
593 0 1 1 1 0 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
594 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
595 0 0 0 1 0 1 1 1 1 0 0 1 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
596 0 0 1 0 1 1 1 1 0 0 1 0 1 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
598 1 1 0 1 0 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
599 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
600 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
601 0 1 1 1 0 1 1 1 0 0 0 0 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
602 0 0 0 0 1 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
603 0 1 0 1 0 1 1 1 0 0 0 0 1 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
604 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA
605 1 1 0 1 1 1 1 0 1 0 1 1 0 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
606 0 1 0 0 0 0 1 1 1 0 1 1 1 0 0 0 1 0 0 1 NA NA NA NA NA NA NA NA NA NA
607 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
608 0 0 0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
609 0 0 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
610 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
611 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
613 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
614 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
615 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
616 1 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
617 0 1 1 1 0 1 1 0 1 0 1 1 1 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
619 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
620 0 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
621 1 1 0 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
623 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
624 0 0 0 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
625 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
626 0 1 0 0 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 NA NA NA NA NA NA NA NA NA NA
627 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
628 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
629 0 0 0 0 1 0 1 1 1 0 0 0 1 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
630 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 NA NA NA NA NA NA NA NA NA NA
631 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
632 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
634 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
635 0 1 0 1 1 0 1 1 1 0 0 1 1 0 1 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
636 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
637 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
638 0 1 1 0 0 1 1 1 0 0 1 0 0 1 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
639 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
640 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
641 0 1 0 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
642 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
643 0 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
644 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
645 0 0 0 1 0 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
646 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 NA NA NA NA NA NA NA NA NA NA
647 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
648 0 0 0 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
649 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
650 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
651 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
652 0 0 0 0 0 1 1 1 0 0 1 1 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
653 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
654 0 0 0 0 1 1 1 1 0 0 1 0 1 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
655 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
